Date,Open,High,Low,Close,Adj Close,Volume
2020-09-22,28.610001,28.780001,26.480000,26.860001,26.860001,0
2020-09-23,27.020000,29.730000,25.190001,28.580000,28.580000,0
2020-09-24,29.540001,30.490000,27.940001,28.510000,28.510000,0
2020-09-25,28.170000,30.430000,26.020000,26.379999,26.379999,0
2020-09-28,27.150000,27.190001,24.900000,26.190001,26.190001,0
2020-09-29,26.809999,27.430000,25.980000,26.270000,26.270000,0
2020-09-30,26.690001,27.120001,25.059999,26.370001,26.370001,0
2020-10-01,25.780001,27.110001,25.330000,26.700001,26.700001,0
2020-10-02,28.870001,29.900000,26.930000,27.629999,27.629999,0
2020-10-05,29.520000,29.690001,27.270000,27.959999,27.959999,0
2020-10-06,28.049999,30.000000,26.010000,29.480000,29.480000,0
2020-10-07,29.260000,29.760000,27.940001,28.059999,28.059999,0
2020-10-08,27.650000,27.990000,24.879999,26.360001,26.360001,0
2020-10-09,26.200001,26.219999,24.030001,25.000000,25.000000,0
2020-10-12,25.650000,25.650000,24.139999,25.070000,25.070000,0
2020-10-13,25.670000,26.930000,25.160000,26.070000,26.070000,0
2020-10-14,25.719999,27.230000,25.530001,26.400000,26.400000,0
2020-10-15,27.100000,29.059999,26.820000,26.969999,26.969999,0
2020-10-16,27.160000,27.459999,26.190001,27.410000,27.410000,0
2020-10-19,27.360001,29.690001,27.040001,29.180000,29.180000,0
2020-10-20,28.809999,29.600000,28.290001,29.350000,29.350000,0
2020-10-21,29.120001,30.549999,28.370001,28.650000,28.650000,0
2020-10-22,30.100000,30.120001,27.680000,28.110001,28.110001,0
2020-10-23,28.469999,28.670000,27.260000,27.549999,27.549999,0
2020-10-26,29.379999,33.680000,29.219999,32.459999,32.459999,0
2020-10-27,32.040001,33.770000,31.850000,33.349998,33.349998,0
2020-10-28,34.689999,40.770000,34.680000,40.279999,40.279999,0
2020-10-29,38.799999,41.160000,35.630001,37.590000,37.590000,0
2020-10-30,40.810001,41.090000,36.500000,38.020000,38.020000,0
2020-11-02,38.570000,38.779999,36.130001,37.130001,37.130001,0
2020-11-03,36.439999,36.439999,34.189999,35.549999,35.549999,0
2020-11-04,36.790001,36.849998,28.030001,29.570000,29.570000,0
2020-11-05,27.559999,28.139999,26.040001,27.580000,27.580000,0
2020-11-06,27.870001,29.440001,24.559999,24.860001,24.860001,0
2020-11-09,24.799999,25.820000,22.410000,25.750000,25.750000,0
2020-11-10,25.360001,26.770000,24.350000,24.799999,24.799999,0
2020-11-11,25.010000,25.120001,22.570000,23.450001,23.450001,0
2020-11-12,24.389999,27.270000,23.530001,25.350000,25.350000,0
2020-11-13,24.940001,25.030001,22.740000,23.100000,23.100000,0
2020-11-16,23.660000,24.080000,22.430000,22.450001,22.450001,0
2020-11-17,22.840000,24.090000,22.340000,22.709999,22.709999,0
2020-11-18,22.860001,23.920000,21.660000,23.840000,23.840000,0
2020-11-19,23.620001,24.520000,22.559999,23.110001,23.110001,0
2020-11-20,23.430000,23.730000,22.129999,23.700001,23.700001,0
2020-11-23,23.660000,23.959999,22.450001,22.660000,22.660000,0
2020-11-24,22.040001,22.480000,20.799999,21.639999,21.639999,0
2020-11-25,21.650000,22.500000,21.129999,21.250000,21.250000,0
2020-11-27,21.520000,21.600000,19.510000,20.840000,20.840000,0
2020-11-30,22.639999,22.889999,20.480000,20.570000,20.570000,0
2020-12-01,20.209999,20.920000,20.000000,20.770000,20.770000,0
2020-12-02,21.000000,21.250000,20.040001,21.170000,21.170000,0
2020-12-03,21.240000,21.879999,20.719999,21.280001,21.280001,0
2020-12-04,21.049999,21.150000,19.969999,20.790001,20.790001,0
2020-12-07,22.040001,22.620001,21.170000,21.299999,21.299999,0
2020-12-08,21.650000,22.250000,20.520000,20.680000,20.680000,0
2020-12-09,20.660000,22.930000,20.100000,22.270000,22.270000,0
2020-12-10,22.120001,23.459999,21.530001,22.520000,22.520000,0
2020-12-11,22.490000,25.139999,22.480000,23.309999,23.309999,0
2020-12-14,22.670000,24.820000,21.950001,24.719999,24.719999,0
2020-12-15,24.000000,24.070000,22.730000,22.889999,22.889999,0
2020-12-16,22.510000,23.670000,22.290001,22.500000,22.500000,0
2020-12-17,21.980000,22.270000,21.520000,21.930000,21.930000,0
2020-12-18,22.150000,23.770000,21.570000,21.570000,21.570000,0
2020-12-21,24.250000,31.459999,24.230000,25.160000,25.160000,0
2020-12-22,25.240000,25.559999,23.530001,24.230000,24.230000,0
2020-12-23,23.490000,23.680000,22.129999,23.309999,23.309999,0
2020-12-24,22.469999,22.830000,21.389999,21.530001,21.530001,0
2020-12-28,22.110001,22.120001,21.150000,21.700001,21.700001,0
2020-12-29,21.610001,23.719999,20.990000,23.080000,23.080000,0
2020-12-30,22.580000,23.150000,22.410000,22.770000,22.770000,0
2020-12-31,22.990000,23.250000,21.240000,22.750000,22.750000,0
2021-01-04,23.040001,29.190001,22.559999,26.969999,26.969999,0
2021-01-05,26.940001,28.600000,24.799999,25.340000,25.340000,0
2021-01-06,25.480000,26.770000,22.139999,25.070000,25.070000,0
2021-01-07,23.670000,23.910000,22.250000,22.370001,22.370001,0
2021-01-08,22.430000,23.340000,21.420000,21.559999,21.559999,0
2021-01-11,23.309999,24.809999,23.230000,24.080000,24.080000,0
2021-01-12,23.490000,25.150000,22.830000,23.330000,23.330000,0
2021-01-13,23.070000,24.180000,21.920000,22.209999,22.209999,0
2021-01-14,22.219999,23.469999,21.660000,23.250000,23.250000,0
2021-01-15,23.520000,25.799999,23.080000,24.340000,24.340000,0
2021-01-19,23.030001,23.559999,22.530001,23.240000,23.240000,0
2021-01-20,22.820000,22.860001,21.370001,21.580000,21.580000,0
2021-01-21,21.340000,22.219999,21.090000,21.320000,21.320000,0
2021-01-22,22.240000,23.730000,21.270000,21.910000,21.910000,0
2021-01-25,22.309999,26.629999,22.200001,23.190001,23.190001,0
2021-01-26,23.910000,23.940001,22.549999,23.020000,23.020000,0
2021-01-27,23.820000,37.209999,23.709999,37.209999,37.209999,0
2021-01-28,33.250000,36.290001,27.389999,30.209999,30.209999,0
2021-01-29,35.160000,37.509998,29.240000,33.090000,33.090000,0
2021-02-01,31.450001,33.959999,29.030001,30.240000,30.240000,0
2021-02-02,28.010000,28.080000,25.309999,25.559999,25.559999,0
2021-02-03,24.590000,25.430000,22.910000,22.910000,22.910000,0
2021-02-04,23.440001,23.440001,21.680000,21.770000,21.770000,0
2021-02-05,21.990000,22.160000,20.860001,20.870001,20.870001,0
2021-02-08,21.889999,22.070000,21.230000,21.240000,21.240000,0
2021-02-09,21.570000,22.260000,20.650000,21.629999,21.629999,0
2021-02-10,21.639999,23.850000,19.690001,21.990000,21.990000,0
2021-02-11,22.090000,23.250000,21.110001,21.250000,21.250000,0
2021-02-12,21.600000,22.450001,19.950001,19.969999,19.969999,0
